"1.
2.
3.
4.
5.
6.
7.
8.
9.
10.
11.
12.
13.
14.
15.
16.
17.","ASET
Kas
Penempatan pada Bank Indonesia
Penempatan pada bank lain
Tagihan spot dan derivatif/forward
Surat berharga yang dimiliki
Surat berharga yang dijual dengan janji dibeli kembali (repo)
Tagihan atas surat berharga yang dibeli dengan janji
dijual kembali (reverse repo )
Tagihan akseptasi
Kredit dan pembiayaan yang diberikan
Pembiayaan syariah
Penyertaan Modal
Aset keuangan lainnya
Cadangan kerugian penurunan nilai aset keuangan -/-
a. Surat berharga yang dimiliki
b. Kredit yang diberikan dan pembiayaan syariah
c. Lainnya
Aset tidak berwujud
Akumulasi amortisasi aset tidak berwujud -/-
Aset tetap dan inventaris
Akumulasi penyusutan aset tetap dan inventaris -/-
Aset non produktif
a. Properti terbengkalai
b. Agunan yang diambil alih  
c. Rekening tunda
d. Aset antarkantor
Aset lainnya","16.440.985
               
56.832.717
               
16.169.026
                    
121.571
              
401.055.641
                 
4.006.930
                 
8.390.110
               
10.669.659
              
920.872.163
                            
-
               
10.309.646
               
15.213.932
              
(33.005.915)
                   
(423.622)
              
(32.237.035)
                   
(345.258)
                 
1.280.314
                   
(775.170)
               
37.266.527
              
(10.576.540)
                 
2.041.781
                      
39.199
                 
1.854.517
                      
16.525
                    
131.540
               
19.710.949"
"TOTAL ASET","","1.476.024.326"
